file_name,caption
train/The Elder Scrolls IV_ Oblivion/frame_0105.png,"a screenshot from a video game shows a stone and brick building in the background, with a metal and wood pole in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0106.png,"a screenshot from a video game shows a statue standing in front of a stone and brick wall, with a black leg visible in the foreground a gold sign is also present in the scene"
train/The Elder Scrolls IV_ Oblivion/frame_0108.png,"a screenshot from a video game shows a stone building and a black pole in the background, with a white and black sign in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0109.png,"a screenshot from a video game shows a man standing in front of a stone and brick wall, with a metal pole in the foreground and a black head visible in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0110.png,"a screenshot from a video game shows a stone building with an arched window and a black sign in the foreground, while a stone and brick building is visible in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0111.png,"a screenshot from a video game shows a white horse standing in front of a white wall, with a black and white cat on the left and a white and black dog on the right"
train/The Elder Scrolls IV_ Oblivion/frame_0112.png,"a screenshot from a video game shows a woman with blond hair standing in front of a stone and brick wall, wearing a gold necklace and holding a hand up to her face"
train/The Elder Scrolls IV_ Oblivion/frame_0113.png,"a screenshot from a video game shows a man with a gray face, large nose, and open mouth, wearing a gold necklace his blue eyes are visible, as well as a white arm"
train/The Elder Scrolls IV_ Oblivion/frame_0114.png,"a screenshot from a video game shows a man in a costume standing in front of a stone and brick wall, with an open mouth and a large nose, wearing a gold necklace"
train/The Elder Scrolls IV_ Oblivion/frame_0115.png,"a screenshot from a video game shows a man in armor standing in front of a stone wall, with a statue in the background he wears a gold necklace and has a prominent nose"
train/The Elder Scrolls IV_ Oblivion/frame_0116.png,"a screenshot from a video game shows a character with a black face, large nose, and open pink mouth wearing a black helmet the character is standing in front of a wall with the text"
train/The Elder Scrolls IV_ Oblivion/frame_0117.png,"a screenshot from a video game shows a character wearing a black costume and gold necklace standing in front of a stone and brick wall the character ' s face is visible, as well as a"
train/The Elder Scrolls IV_ Oblivion/frame_0119.png,a screenshot from a video game shows a building in the background
train/The Elder Scrolls IV_ Oblivion/frame_0120.png,"a screenshot from a video game shows a stone building and a white sign in the background, with a person wearing a black hat in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0121.png,"a screenshot from a video game shows a stone building and a statue in the background, with a gold cross in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0122.png,"a screenshot from a video game shows a stone building with a gold cross in the foreground, and a black sign in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0123.png,"a screenshot from a video game shows a stone building and a black pole in the background, with a white sign in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0124.png,"a screenshot from a video game shows a person lying on the ground next to a metal pole and a white sign, with a black hand visible in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0126.png,"a screenshot from a video game shows a stone and brick wall in the background, with a black sign in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0127.png,a screenshot from a video game shows a white wall in the background
train/The Elder Scrolls IV_ Oblivion/frame_0128.png,"a screenshot from a video game shows a stone building and a black sign in the background, with a statue in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0129.png,"a screenshot from a video game shows a black man standing in front of a stone and brick wall, with a black sign in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0130.png,"a screenshot from a video game shows a stone building and a large rock in the background, with a man standing and walking in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0132.png,"a screenshot from a video game shows a white sign and a wall in the background, with a white and black number visible on the left side of the screen"
train/The Elder Scrolls IV_ Oblivion/frame_0133.png,"a screenshot from a video game shows a stone building and a black sign in the background, with a person wearing black boots standing in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0134.png,"a screenshot from a video game shows a stone building with an arched door, illuminated by an on light, and a black umbrella in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0135.png,"a screenshot from a video game shows a stone building in the background, with a person wearing a leather and black jacket standing in front of it"
train/The Elder Scrolls IV_ Oblivion/frame_0136.png,a screenshot from a video game shows a stone building with a wood door and a stone and concrete step leading up to it
train/The Elder Scrolls IV_ Oblivion/frame_0137.png,a screenshot from a video game shows a brown wooden door leading to a building
train/The Elder Scrolls IV_ Oblivion/frame_0138.png,"a screenshot from a video game shows a stone building with an arched archway, adorned with a gold chain, and a white hand visible in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0139.png,"a screenshot from a video game shows a stone building in the background, with a statue in the foreground and a black leg visible in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0140.png,"a screenshot from a video game shows a woman with blond hair standing in front of a stone building, wearing a gold chain around her neck a white sign is visible in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0141.png,"a screenshot from a video game shows a man and woman standing in front of a stone column the man has gray hair and is wearing black boots, while the woman has blond hair and is"
train/The Elder Scrolls IV_ Oblivion/frame_0142.png,"a screenshot from a video game shows a woman with blond hair and a smiling face, standing in front of a stone and brick wall she wears a gold necklace and has a large nose and"
train/The Elder Scrolls IV_ Oblivion/frame_0143.png,"a screenshot from a video game shows a woman with blond hair and a large nose, wearing a red shirt and a red flower in her hair her brown and blue eyes are visible, as"
train/The Elder Scrolls IV_ Oblivion/frame_0144.png,"a screenshot from a video game shows a character with long blond hair wearing a gold necklace, with a hand visible in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0145.png,"a screenshot from a video game shows a man in armor standing in front of a wooden wall, with a black head visible in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0146.png,"a screenshot from a video game shows a character with long blond hair wearing a gold necklace, standing in front of a stone and brick wall a gold sign is visible in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0147.png,a screenshot from a video game shows a stone building with an arched window and a sign in the foreground
train/The Elder Scrolls IV_ Oblivion/frame_0148.png,a screenshot from a video game shows a building in the background
train/The Elder Scrolls IV_ Oblivion/frame_0149.png,"a screenshot from a video game shows a stone building with an arched entrance, featuring a person with gray hair standing in front of the entrance"
train/The Elder Scrolls IV_ Oblivion/frame_0150.png,"a screenshot from a video game shows a woman with blond hair standing in front of a stone building, wearing a gold necklace"
train/The Elder Scrolls IV_ Oblivion/frame_0151.png,"a screenshot from a video game shows a stone building in the background, with a person wearing a black dress and a gold and silver chain visible in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0152.png,"a screenshot from a video game shows a stone building and a large barrel in the background, with a person wearing a black hood in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0153.png,"a screenshot from a video game shows a stone and brick building in the background, with a person wearing a long black coat standing in front of it"
train/The Elder Scrolls IV_ Oblivion/frame_0154.png,"a screenshot from a video game shows a woman in a black dress standing in front of a brick wall, with a red crown on her head in the background, there is a tiled floor"
train/The Elder Scrolls IV_ Oblivion/frame_0155.png,"a screenshot from a video game shows a stone building and a white sign in the background, with a person with long hair standing in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0156.png,"a screenshot from a video game shows a man standing in front of a stone and brick building, holding a long white sword in the background, there is a black and white sign with the"
train/The Elder Scrolls IV_ Oblivion/frame_0157.png,"a screenshot from a video game shows a woman in a black dress standing in front of a stone and brick wall, with a metal chain visible in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0160.png,"a screenshot from a video game shows a stone building and a black sign in the background, with a black man standing in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0162.png,"a screenshot from a video game shows a stone building with an arched door and a white ceiling a person wearing a black hat stands in front of the building, holding a long cane"
train/The Elder Scrolls IV_ Oblivion/frame_0163.png,"a screenshot from a video game shows a stone and brick wall in the background, with a statue in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0164.png,"a screenshot from a video game shows a man standing in front of a stone and brick wall, holding a long sword a white sign is visible in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0165.png,"a screenshot from a video game shows a stone archway leading to a building, with a brown sign and metal pole in the foreground, and a stone wall in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0166.png,"a screenshot from a video game shows a stone building with an arched archway, featuring a brown sign and a wooden pole in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0167.png,"a screenshot from a video game shows a stone archway leading to a building, with a brown wooden pole in the foreground and a white sign in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0168.png,"a screenshot from a video game shows a woman with gray and blond hair standing in front of a stone building, with a hand visible in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0169.png,"a screenshot from a video game shows a woman with gray and blond hair standing in front of a stone building, holding a red purse in her hand"
train/The Elder Scrolls IV_ Oblivion/frame_0170.png,"a screenshot from a video game shows a stone building with an arched doorway, featuring a white sign and a black and white sign in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0172.png,a screenshot from a video game shows a dark room with an open door and a black pole in the foreground
train/The Elder Scrolls IV_ Oblivion/frame_0173.png,"a screenshot from a video game shows a brick building with a dark door and a black pole in the foreground, while a red reflection can be seen in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0174.png,"a screenshot from a video game shows a white sign and a wall in the background, with a white number visible on the left side of the screen"
train/The Elder Scrolls IV_ Oblivion/frame_0176.png,"a screenshot from a video game shows a stone and brick wall in the background, with a statue in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0177.png,"a screenshot from a video game shows a stone and brick wall in the background, with a black man standing in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0178.png,"a screenshot from a video game shows a black cat with a long tail and pointy ear, standing on a tiled floor next to a black shoe"
train/The Elder Scrolls IV_ Oblivion/frame_0179.png,"a screenshot from a video game shows a man in armor standing in front of a stone wall he has a black face, a large nose, and a brown eye he wears a gold neck"
train/The Elder Scrolls IV_ Oblivion/frame_0180.png,"a screenshot from a video game shows a menu with various options displayed on it the menu includes options such as select a character, select a game, select a game, select a game,"
train/The Elder Scrolls IV_ Oblivion/frame_0181.png,"a screenshot from a video game shows a character with a sword, standing in front of a white background the character ' s face is visible, as well as their hands and feet"
train/The Elder Scrolls IV_ Oblivion/frame_0182.png,"a screenshot from a video game shows a man in armor standing in front of a stone wall, with a statue in the background he wears a gold necklace and has a prominent nose"
train/The Elder Scrolls IV_ Oblivion/frame_0183.png,"a screenshot from a video game shows a character with a black face, large nose, and open mouth, standing in front of a wall the character ' s brown eyes are visible, as"
train/The Elder Scrolls IV_ Oblivion/frame_0184.png,"a screenshot from a video game shows a man in armor standing in front of a stone wall, with a statue in the background the man ' s face is visible, as well as his"
train/The Elder Scrolls IV_ Oblivion/frame_0185.png,"a screenshot from a video game shows a black man standing in front of a stone wall, with a metal pole in the foreground and a black leg visible in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0187.png,"a screenshot from a video game shows a black man standing in front of a brick wall, with a black pole in the foreground and a white and black sign in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0188.png,a screenshot from a video game shows a brick wall in the background
train/The Elder Scrolls IV_ Oblivion/frame_0190.png,a screenshot from a video game shows a white book on the left side of the screen
train/The Elder Scrolls IV_ Oblivion/frame_0191.png,"a screenshot from a video game shows a stone wall and a metal pole in the background, with a black bird perched on top of the wall"
train/The Elder Scrolls IV_ Oblivion/frame_0192.png,"a screenshot from a video game shows a stone and gray wall in the background, with a metal and black pole in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0193.png,"a screenshot from a video game shows a stone building with an arched archway, featuring a white sign and a black pole in the foreground, and a stone wall in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0194.png,"a screenshot from a video game shows a stone and brick building with an arched door and a metal pole in the foreground, while a white and red sign is visible in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0195.png,"a screenshot from a video game shows a wooden door with a gold handle, accompanied by a gold key"
train/The Elder Scrolls IV_ Oblivion/frame_0196.png,a screenshot from a video game shows a wall in the background
train/The Elder Scrolls IV_ Oblivion/frame_0197.png,"a screenshot from a video game shows a white sign and a black and white sign in the background, with a brown and black belt visible on the left side of the image the caption"
train/The Elder Scrolls IV_ Oblivion/frame_0198.png,"a screenshot from a video game shows a white sign and a black and white sign in the background, with a white and red picture on the right the caption suggests that the player is"
train/The Elder Scrolls IV_ Oblivion/frame_0199.png,"a screenshot from a video game shows a black and white sign and a black wall in the background, with a white number visible on the left side of the image the caption suggests that"
train/The Elder Scrolls IV_ Oblivion/frame_0200.png,"a screenshot from a video game shows a wooden door and a metal pole in the background, with a statue in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0201.png,"a screenshot from a video game shows a woman standing in front of a white wall, with a picture on the left and a white ceiling on the right"
train/The Elder Scrolls IV_ Oblivion/frame_0202.png,"a screenshot from a video game shows a wooden wall with a white clock displaying the time, a black number, and a white sign in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0203.png,"a screenshot from a video game shows a white board with various buttons, including a red button, a green button, a blue button, and a white button"
train/The Elder Scrolls IV_ Oblivion/frame_0204.png,a screenshot from a video game shows a white sign on the left side of the screen
train/The Elder Scrolls IV_ Oblivion/frame_0206.png,"a screenshot from a video game shows a white sign and a wall in the background, with a black number and a white sign visible in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0208.png,a screenshot from a video game shows a black handle on the left side of the screen
train/The Elder Scrolls IV_ Oblivion/frame_0209.png,"a screenshot from a video game shows a white sign and a wall in the background, with a black number and a white sign visible in the foreground the caption suggests that the player"
train/The Elder Scrolls IV_ Oblivion/frame_0210.png,"a screenshot from a video game shows a white wall with a black number on the left, a white sign in the center, and a brown wall on the right"
train/The Elder Scrolls IV_ Oblivion/frame_0211.png,a screenshot from a video game shows a white clock on the left side of the screen
train/The Elder Scrolls IV_ Oblivion/frame_0213.png,"a screenshot from a video game shows a brick building with an arched door and a black sign in the background a person wearing black pants and boots stands in front of the building, holding a"
train/The Elder Scrolls IV_ Oblivion/frame_0214.png,"a screenshot from a video game shows a white sign in the background, with a black leg visible in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0215.png,"a screenshot from a video game shows a white wall with text that reads the lord of the rings, the lord of the rings, the lord of the rings, the lord of the rings"
train/The Elder Scrolls IV_ Oblivion/frame_0216.png,"a screenshot from a video game shows a scene with a blue sky and green water in the background in the foreground, there is a wooden pole and a black and blue boat with the"
train/The Elder Scrolls IV_ Oblivion/frame_0217.png,a screenshot from a video game shows a blue sky and a green tree in the background
train/The Elder Scrolls IV_ Oblivion/frame_0218.png,"a screenshot from a video game shows a character walking on a path surrounded by green trees and a blue sky the character wears a red hat and carries a black backpack, while a white sign"
train/The Elder Scrolls IV_ Oblivion/frame_0219.png,"a screenshot from a video game shows a scene with a large gray rock and a green tree in the foreground in the background, there is a white and blue sky with the text the"
train/The Elder Scrolls IV_ Oblivion/frame_0220.png,"a screenshot from a video game shows a large gray rock and a green tree in the foreground, with a blue sky and white clouds in the background a yellow and gold sign with the"
train/The Elder Scrolls IV_ Oblivion/frame_0221.png,"a screenshot from a video game shows a stone wall and a tall green tree against a blue sky, with a black pant visible in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0222.png,"a screenshot from a video game shows a stone wall and a tall green tree against a blue sky, with a black leg visible in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0223.png,"a screenshot from a video game shows a man standing in front of a green tree and a large rock, with a white and blue sky in the background he wears black pants and carries a"
train/The Elder Scrolls IV_ Oblivion/frame_0224.png,"a screenshot from a video game shows a scene with a green tree and blue sky in the background in the foreground, there are two signs, one white and one black, and a"
train/The Elder Scrolls IV_ Oblivion/frame_0225.png,"a screenshot from a video game shows a majestic elephant standing in front of a majestic mountain, with a green tree in the foreground and a blue sky above the elephant ' s long trunk"
train/The Elder Scrolls IV_ Oblivion/frame_0226.png,"a screenshot from a video game shows a man standing in front of a stone and brick wall, with a metal bar in the foreground and a red boot visible on his left foot"
train/The Elder Scrolls IV_ Oblivion/frame_0227.png,"a screenshot from a video game shows a character wearing a red hood standing in front of a wall, with a black strap visible in the foreground and a white sign in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0228.png,"a screenshot from a video game shows a man standing in front of a stone and brick wall, wearing brown pants and boots, with a green tree in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0229.png,"a screenshot from a video game shows a scene with two green trees and a large rock in the foreground, with a white sign in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0230.png,"a screenshot from a video game shows a scene with a large gray rock in the foreground, green water in the background, and a white and yellow sign in the distance"
train/The Elder Scrolls IV_ Oblivion/frame_0231.png,"a screenshot from a video game shows a lush green landscape with tall trees and a large gray rock in the foreground a brown wooden pole stands nearby, and a white and red sign is"
train/The Elder Scrolls IV_ Oblivion/frame_0232.png,"a screenshot from a video game shows a scene with a large gray rock and a green tree in the foreground, a brown sign in the middle ground, and a blue sky in the"
train/The Elder Scrolls IV_ Oblivion/frame_0233.png,"a screenshot from a video game shows a brown sign and a large green tree against a blue sky, with a brown horse in the foreground and a dark shadow in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0234.png,"a screenshot from a video game shows a castle surrounded by green trees and a blue sky, with a white sign in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0235.png,"a screenshot from a video game shows a character standing in front of a green tree and a blue sky, with a brown sign in the background and a long arm visible in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0236.png,a screenshot from a video game shows a stone castle surrounded by tall green trees and grass under a blue sky a brown sign is visible in the foreground
train/The Elder Scrolls IV_ Oblivion/frame_0237.png,"a screenshot from a video game shows a lush green landscape with tall trees and grass under a clear blue sky a white sign and a dark shadow can be seen in the foreground, while"
train/The Elder Scrolls IV_ Oblivion/frame_0238.png,"a screenshot from a video game shows a knight in armor standing in front of a stone building, with a tall green tree and blue sky in the background the knight wears brown boots and casts"
train/The Elder Scrolls IV_ Oblivion/frame_0239.png,"a screenshot from a video game shows a character standing in front of a stone building, with a tall green tree and blue sky in the background the character wears brown boots and casts a dark"
train/The Elder Scrolls IV_ Oblivion/frame_0240.png,"a screenshot from a video game shows a statue and a large green tree in the background, with a dark shadow in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0241.png,"a screenshot from a video game shows a character standing in front of a building, with a red and white striped shirt and black pants visible in the background the character is wearing glasses and a"
train/The Elder Scrolls IV_ Oblivion/frame_0242.png,"a screenshot from a video game shows a building and a green tree in the background, with a white envelope in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0244.png,"a screenshot from a video game shows a stone building and a gray building in the background, with a brown drum in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0245.png,"a screenshot from a video game shows a stone building and a statue in the background, with a brown boot visible on the left side of the image"
train/The Elder Scrolls IV_ Oblivion/frame_0246.png,"a screenshot from a video game shows a man standing in front of a stone and gray building, with a gray stair in the foreground and a white sky in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0247.png,"a screenshot from a video game shows a stone building and a gray building in the background, with a gold sign in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0248.png,"a screenshot from a video game shows a stone building with arched windows and a brown door, set against a blue sky with white clouds a black boot is visible on the left side of the"
train/The Elder Scrolls IV_ Oblivion/frame_0249.png,"a screenshot from a video game shows a cityscape with buildings and a blue sky in the background a woman in a long white dress stands in front of a gray building, while a"
train/The Elder Scrolls IV_ Oblivion/frame_0250.png,"a screenshot from a video game shows a person standing in front of a stone building, with a blue sky in the background the person ' s arm and hand are visible, as well as"
train/The Elder Scrolls IV_ Oblivion/frame_0251.png,"a screenshot from a video game shows a brick building and a red flag in the background, with a person wearing a red hat in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0252.png,"a screenshot from a video game shows a man and woman standing in front of a stone and brick building the man wears a brown shirt and a brown and black belt, while the woman wears"
train/The Elder Scrolls IV_ Oblivion/frame_0253.png,"a screenshot from a video game shows a woman with long brown hair wearing a gray skirt standing in front of a stone and brick building, with a black head visible in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0254.png,"a screenshot from a video game shows a church interior with arched and green windows, a tiled floor, and a white candle on a brick and stone wall a white sign is also visible in"
train/The Elder Scrolls IV_ Oblivion/frame_0255.png,"a screenshot from a video game shows a cozy living room with a fireplace, adorned with lit candles and a brown vase the room features a green window and a red tiled floor, while a"
train/The Elder Scrolls IV_ Oblivion/frame_0256.png,"a screenshot from a video game shows a man with orange hair and a large nose, wearing a black tie his face features a brown eye and an open brown eye"
train/The Elder Scrolls IV_ Oblivion/frame_0257.png,"a screenshot from a video game shows a woman with orange hair standing in front of a wall, with a white clock visible in the background her arm is also visible in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0258.png,"a screenshot from a video game shows a white sign and a white and wood sign, with a hand visible in the foreground the caption suggests that the player is playing the game,"
train/The Elder Scrolls IV_ Oblivion/frame_0259.png,"a screenshot from a video game shows a person with orange hair standing in front of a wall, with a black number visible on the left side of the screen"
train/The Elder Scrolls IV_ Oblivion/frame_0260.png,"a screenshot from a video game shows a man with orange hair, a large nose, and an open mouth wearing a black tie his brown eyes are visible, as well as a wall in"
train/The Elder Scrolls IV_ Oblivion/frame_0261.png,"a screenshot from a video game shows a man with orange hair and a large nose, wearing a black tie his face is visible, with one eye open and one eye closed"
train/The Elder Scrolls IV_ Oblivion/frame_0262.png,"a screenshot from a video game shows a room with a tiled floor and a white wall, adorned with a white flower and an orange vase a sign is visible in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0263.png,"a screenshot from a video game shows a room with a wood door and tiled floor, featuring a brown and wood bench on the left and a wood door on the right"
train/The Elder Scrolls IV_ Oblivion/frame_0264.png,"a screenshot from a video game shows a stone building with arched windows and a wood and brown door in the foreground, there is a large gray rock and a brown sign with the text"
train/The Elder Scrolls IV_ Oblivion/frame_0265.png,a screenshot from a video game shows a stone building with an arched window against a blue sky
train/The Elder Scrolls IV_ Oblivion/frame_0266.png,"a screenshot from a video game shows a stone building with a white sign and a brown sign in the foreground, against a blue sky"
train/The Elder Scrolls IV_ Oblivion/frame_0267.png,"a screenshot from a video game shows a building surrounded by green trees, with a white poster in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0270.png,"a screenshot from a video game shows a man with a brown face, large nose, and closed mouth, standing in front of a wall his brown eyes are visible, as well as a"
train/The Elder Scrolls IV_ Oblivion/frame_0271.png,"a screenshot from a video game shows a white scoreboard with various game options, including a game to play, a game to play, a game to play, and a game to play"
train/The Elder Scrolls IV_ Oblivion/frame_0272.png,"a screenshot from a video game shows a menu with various options, including options to select a character from the menu, select a character from the menu, select a character from the menu,"
train/The Elder Scrolls IV_ Oblivion/frame_0273.png,"a screenshot from a video game shows a white scoreboard with various game options, including a game to play, a game to play, a game to play, and a game to play"
train/The Elder Scrolls IV_ Oblivion/frame_0274.png,"a screenshot from a video game shows a man with blond hair, a large nose, and a closed mouth his face is visible, with a brown eye and a small ear in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0275.png,"a screenshot from a video game shows the menu screen with various options displayed on the screen from left to right, the objects detected include a controller, a keyboard, a mouse, and a"
train/The Elder Scrolls IV_ Oblivion/frame_0276.png,"a screenshot from a video game shows a man with blond hair, a large nose, and a closed mouth, standing in front of a wall his brown eyes are visible, as well as"
train/The Elder Scrolls IV_ Oblivion/frame_0277.png,"a screenshot from a video game shows a woman standing in front of a brown wooden door and a red window, with a metal and silver knife on the floor beside her"
train/The Elder Scrolls IV_ Oblivion/frame_0278.png,a screenshot from a video game shows a brick building with a brown wooden door and a white sign in the foreground
train/The Elder Scrolls IV_ Oblivion/frame_0280.png,a screenshot from a video game shows a stone building with a wood and brown door and a stone statue in the foreground
train/The Elder Scrolls IV_ Oblivion/frame_0281.png,"a screenshot from a video game shows a cityscape featuring a tall building, a statue, and a stone building against a blue sky a gold sign is also visible in the scene"
train/The Elder Scrolls IV_ Oblivion/frame_0282.png,"a screenshot from a video game shows a stone building with arched windows and a brown door, featuring a white sign and a black and white sign the building is set against a blue sky and"
train/The Elder Scrolls IV_ Oblivion/frame_0283.png,"a screenshot from a video game shows a stone building with arched and small windows, set against a blue sky with a white cloud a gold sign is visible on the left side of the building"
train/The Elder Scrolls IV_ Oblivion/frame_0284.png,"a screenshot from a video game shows a series of gray stairs leading up to a black door, with a black sign in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0285.png,"a screenshot from a video game shows a building and a white envelope in the background, with a white face visible in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0286.png,"a screenshot from a video game shows a gray building with a tall tower and a gold sign, set against a blue sky with a white cloud and a green tree in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0287.png,"a screenshot from a video game shows a black building with arched windows and a tower, set against a blue sky with white clouds a gold sign is visible on the left side of the building"
train/The Elder Scrolls IV_ Oblivion/frame_0288.png,"a screenshot from a video game shows a gray stair leading up to a stone building, with a gold sign in the foreground and green grass in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0289.png,"a screenshot from a video game shows a stone building with a tower, set against a blue sky with a white cloud a black and yellow sign is visible on the left side of the building"
train/The Elder Scrolls IV_ Oblivion/frame_0290.png,"a screenshot from a video game shows a stone building with arched windows and a gold sign, set against a blue sky with white clouds"
train/The Elder Scrolls IV_ Oblivion/frame_0291.png,"a screenshot from a video game shows a stone building and a green tree against a blue sky, with a white sign in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0292.png,"a screenshot from a video game shows a white envelope and a white and black poster with text about the history of the game and its use in the background, a building can be seen"
train/The Elder Scrolls IV_ Oblivion/frame_0293.png,"a screenshot from a video game shows a stone building with a green roof and a statue in the foreground, set against a blue sky"
train/The Elder Scrolls IV_ Oblivion/frame_0294.png,"a screenshot from a video game shows a statue and a building in the background, with a brown boot visible in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0295.png,"a screenshot from a video game shows a stone building with a wood and brown door, and a brown horse in the foreground"
train/The Elder Scrolls IV_ Oblivion/frame_0296.png,"a screenshot from a video game shows a wooden door and a metal door in the background, with a brown boot visible on the left side of the image the caption suggests that the player"
train/The Elder Scrolls IV_ Oblivion/frame_0297.png,a screenshot from a video game shows a scene with two green trees and a white envelope in the foreground
train/The Elder Scrolls IV_ Oblivion/frame_0298.png,"a screenshot from a video game shows a scene with tall green trees and a blue sky in the background in the foreground, there are two red trees, and in the background, there"
train/The Elder Scrolls IV_ Oblivion/frame_0299.png,a screenshot from a video game shows a group of knights standing in front of a backdrop of blue sky and red trees one of the knights wears a red hat
train/The Elder Scrolls IV_ Oblivion/frame_0300.png,"a screenshot from a video game shows a character standing in front of a backdrop of red and green trees, with a blue sky in the background the character wears a red hat and is surrounded"
train/The Elder Scrolls IV_ Oblivion/frame_0301.png,"a screenshot from a video game shows a group of horses grazing in a field surrounded by tall green trees and a stone wall the horses are a mix of brown and white, with one horse"
train/The Elder Scrolls IV_ Oblivion/frame_0302.png,"a screenshot from a video game shows a castle surrounded by trees, including a red tree, a red tree, and a small red tree, with a gray building in the background and a"
train/The Elder Scrolls IV_ Oblivion/frame_0303.png,"a screenshot from a video game shows a scenic landscape with a red tree and green trees in the foreground, a blue sky with white clouds in the background, and a distant mountain in"
train/The Elder Scrolls IV_ Oblivion/frame_0304.png,"a screenshot from a video game shows a cityscape featuring a red tree, a white sign, and a red tree in the foreground, with a building in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0305.png,"a screenshot from a video game shows a white horse standing in front of a red wall, with a red tree in the background the horse ' s long white tail is visible, as well"
train/The Elder Scrolls IV_ Oblivion/frame_0306.png,"a screenshot from a video game shows a white horse standing in front of a stone building, with a green tree in the background and a blue sky above a dark shadow falls across the ground"
train/The Elder Scrolls IV_ Oblivion/frame_0307.png,"a screenshot from a video game shows a white horse standing in front of a stone building, with a blue sky and white clouds in the background a gold sign is visible on the left side"
train/The Elder Scrolls IV_ Oblivion/frame_0308.png,"a screenshot from a video game shows a white horse with a long tail and a red hat, standing in front of a green tree and a blue sky the horse ' s white legs and"
